place,place_id,place_label,place_lat,place_lon,direct_country_ids,direct_country_labels,admin_country_ids,admin_country_labels,context_country_ids,context_country_labels,admin_entity_ids,admin_entity_labels
http://www.wikidata.org/entity/Q649612,Q649612,Coca,41.217777777778,-4.5222222222222,Q29,Espagne,Q29,Espagne,Q29,Espagne,Q55283 | Q5739 | Q29,province de Ségovie | Castille-et-León | Espagne
http://www.wikidata.org/entity/Q64964,Q64964,Celerina/Schlarigna,46.51213888888889,9.859055555555555,Q39,Suisse,Q39,Suisse,Q39,Suisse,Q23732284 | Q11925 | Q39,Région de Maloja | canton des Grisons | Suisse
http://www.wikidata.org/entity/Q6497154,Q6497154,Lattin,52.467,-8.275,Q27,Irlande,Q174193 | Q27,Royaume-Uni de Grande-Bretagne et d'Irlande | Irlande,Q174193 | Q27,Royaume-Uni de Grande-Bretagne et d'Irlande | Irlande,Q1076415 | Q184618 | Q7565274 | Q131438 | Q27,"comté de Tipperary-Sud | comté de Tipperary | South-East Region, Ireland | Munster | Irlande"
http://www.wikidata.org/entity/Q649952,Q649952,Argozelo,41.64053,-6.6092,Q45,Portugal,Q45,Portugal,Q45,Portugal,Q551649 | Q373528 | Q18388655 | Q369458 | Q45 | Q27662,Vimioso | Bragance | Terras de Trás-os-Montes | Trás-os-Montes et Alto Douro | Portugal | Région Nord
http://www.wikidata.org/entity/Q650015,Q650015,Pannonhalma,47.548611111111,17.748333333333,Q28,Hongrie,Q28,Hongrie,Q28,Hongrie,Q15275777 | Q187753 | Q28,Pannonhalma | Győr-Moson-Sopron | Hongrie
http://www.wikidata.org/entity/Q650172,Q650172,Vielsalm,50.286111111111,5.9180555555556,Q31,Belgique,Q31,Belgique,Q31,Belgique,Q93925 | Q1126 | Q231,arrondissement administratif de Bastogne | province de Luxembourg | Région wallonne
http://www.wikidata.org/entity/Q6502090,Q6502090,Kosičy,53.445444444444,25.80075,Q184,Biélorussie,Q15180 | Q184 | Q207272,Union soviétique | Biélorussie | Deuxième République de Pologne,Q15180 | Q184 | Q207272,Union soviétique | Biélorussie | Deuxième République de Pologne,Q4102751 | Q4539601 | Q63213375 | Q13028946 | Q9271813 | Q1952755 | Q1953342 | Q790206 | Q18227654 | Q191061 | Q2895 | Q2498696,Valieŭski sieĺsaviet | selsovet de Jatraŭski | selsovet de Vielikakosicki | Valieŭski district | Q9271813 | Navahroudak | Karelitchy | Voblast de Baranavitchy | Q18227654 | Hrodna | république socialiste soviétique de Biélorussie | Voïvodie de Nowogródek
http://www.wikidata.org/entity/Q650223,Q650223,Alkiza,43.1725845,-2.1089901,Q29,Espagne,Q29,Espagne,Q29,Espagne,Q2469810 | Q95010 | Q3995,Tolosaldea | Guipuscoa | Pays basque
http://www.wikidata.org/entity/Q650614,Q650614,Neudorf bei Parndorf,48.015556,16.927778,Q40,Autriche,Q40,Autriche,Q40,Autriche,Q660325 | Q43210 | Q40,district de Neusiedl am See | Burgenland | Autriche
http://www.wikidata.org/entity/Q650659,Q650659,Commune de Urvaste,57.922222222222,26.582777777778,Q191,Estonie,Q191,Estonie,Q191,Estonie,Q188076 | Q191,Võru | Estonie
http://www.wikidata.org/entity/Q650682,Q650682,Denbighshire,53.086666666667,-3.3544444444444,Q145,Royaume-Uni,Q145 | Q161885 | Q174193 | Q179876 | Q25,Royaume-Uni | royaume de Grande-Bretagne | Royaume-Uni de Grande-Bretagne et d'Irlande | royaume d'Angleterre | pays de Galles,Q145 | Q161885 | Q174193 | Q179876 | Q25,Royaume-Uni | royaume de Grande-Bretagne | Royaume-Uni de Grande-Bretagne et d'Irlande | royaume d'Angleterre | pays de Galles,Q25 | Q145 | Q174193 | Q161885 | Q179876,pays de Galles | Royaume-Uni | Royaume-Uni de Grande-Bretagne et d'Irlande | royaume de Grande-Bretagne | royaume d'Angleterre
http://www.wikidata.org/entity/Q650950,Q650950,Oßmannstedt,51.018611111111,11.427222222222,Q183,Allemagne,Q12548 | Q154741 | Q183,Saint-Empire romain germanique | Confédération du Rhin | Allemagne,Q12548 | Q154741 | Q183,Saint-Empire romain germanique | Confédération du Rhin | Allemagne,Q15403584 | Q7879 | Q1205,Ilmtal-Weinstraße | Pays-de-Weimar | Thuringe
