language_edition,occupation,represented_entities,cohort_group_entities,language_represented_entities,cohort_total_entities,cohort_group_share_pct,language_group_share_pct,representation_rate_pct,representation_index
frwiki,prédicateur,21,177,3481,14377,1.23,0.6,11.86,0.4878
frwiki,chroniqueur de voyage,20,63,3481,14377,0.44,0.57,31.75,1.2955
frwiki,collectionneur ou collectionneuse d'œuvres d'art,20,34,3481,14377,0.24,0.57,58.82,2.375
frwiki,historien ou historienne de la littérature,20,34,3481,14377,0.24,0.57,58.82,2.375
frwiki,homme ou femme de lettres,20,77,3481,14377,0.54,0.57,25.97,1.0556
frwiki,magistrat ou magistrate,20,32,3481,14377,0.22,0.57,62.5,2.5909
frwiki,psalmiste,20,231,3481,14377,1.61,0.57,8.66,0.354
frwiki,agronome,19,35,3481,14377,0.24,0.55,54.29,2.2917
frwiki,antiquaire,19,41,3481,14377,0.29,0.55,46.34,1.8966
frwiki,biologiste,19,21,3481,14377,0.15,0.55,90.48,3.6667
frwiki,pasteur,19,244,3481,14377,1.7,0.55,7.79,0.3235
frwiki,voyageur ou voyageuse,19,35,3481,14377,0.24,0.55,54.29,2.2917
frwiki,chirurgien ou chirurgienne,18,50,3481,14377,0.35,0.52,36.0,1.4857
frwiki,géologue,18,23,3481,14377,0.16,0.52,78.26,3.25
frwiki,prêtre anglican,18,59,3481,14377,0.41,0.52,30.51,1.2683
frwiki,calligraphe,17,63,3481,14377,0.44,0.49,26.98,1.1136
frwiki,chanteur ou chanteuse,17,38,3481,14377,0.26,0.49,44.74,1.8846
frwiki,clerc,17,125,3481,14377,0.87,0.49,13.6,0.5632
frwiki,fabuliste,17,24,3481,14377,0.17,0.49,70.83,2.8824
frwiki,agriculteur ou agricultrice,16,56,3481,14377,0.39,0.46,28.57,1.1795
frwiki,artiste graphique,16,23,3481,14377,0.16,0.46,69.57,2.875
frwiki,auteur ou autrice de non-fiction,16,28,3481,14377,0.19,0.46,57.14,2.4211
frwiki,collectionneur ou collectionneuse de plantes,16,18,3481,14377,0.13,0.46,88.89,3.5385
frwiki,homme ou femme d'État,16,39,3481,14377,0.27,0.46,41.03,1.7037
frwiki,personnalité du monde des affaires,16,30,3481,14377,0.21,0.46,53.33,2.1905
frwiki,prosateur ou prosatrice,16,30,3481,14377,0.21,0.46,53.33,2.1905
frwiki,abolitionniste,15,24,3481,14377,0.17,0.43,62.5,2.5294
frwiki,banquier,15,21,3481,14377,0.15,0.43,71.43,2.8667
frwiki,collectionneur ou collectionneuse scientifique,15,15,3481,14377,0.1,0.43,100.0,4.3
frwiki,dame de compagnie,15,23,3481,14377,0.16,0.43,65.22,2.6875
frwiki,missionnaire,15,57,3481,14377,0.4,0.43,26.32,1.075
frwiki,numismate,15,28,3481,14377,0.19,0.43,53.57,2.2632
frwiki,religieux ou religieuse,15,42,3481,14377,0.29,0.43,35.71,1.4828
frwiki,scientifique,15,33,3481,14377,0.23,0.43,45.45,1.8696
frwiki,épistolier ou épistolière,15,55,3481,14377,0.38,0.43,27.27,1.1316
frwiki,érudit,15,46,3481,14377,0.32,0.43,32.61,1.3438
frwiki,artiste,14,27,3481,14377,0.19,0.4,51.85,2.1053
frwiki,auteur-compositeur ou autrice-compositrice,14,40,3481,14377,0.28,0.4,35.0,1.4286
frwiki,directeur ou directrice de théâtre,14,38,3481,14377,0.26,0.4,36.84,1.5385
frwiki,fonctionnaire,14,120,3481,14377,0.83,0.4,11.67,0.4819
frwiki,grammairien,14,22,3481,14377,0.15,0.4,63.64,2.6667
frwiki,musicien ou musicienne,14,65,3481,14377,0.45,0.4,21.54,0.8889
frwiki,mécène,14,29,3481,14377,0.2,0.4,48.28,2.0
frwiki,pamphlétaire,14,29,3481,14377,0.2,0.4,48.28,2.0
frwiki,philologue classique,14,27,3481,14377,0.19,0.4,51.85,2.1053
frwiki,critique d'art,13,14,3481,14377,0.1,0.37,92.86,3.7
frwiki,marchand ou marchande,13,77,3481,14377,0.54,0.37,16.88,0.6852
frwiki,ministre du culte,13,140,3481,14377,0.97,0.37,9.29,0.3814
frwiki,orfèvre graveur ou graveuse,13,30,3481,14377,0.21,0.37,43.33,1.7619
frwiki,pasteur luthérien,13,99,3481,14377,0.69,0.37,13.13,0.5362
frwiki,religieux ou religieuse catholique,13,50,3481,14377,0.35,0.37,26.0,1.0571
frwiki,théoricien ou théoricienne de la musique,13,19,3481,14377,0.13,0.37,68.42,2.8462
frwiki,évêque catholique,13,45,3481,14377,0.31,0.37,28.89,1.1935
frwiki,artiste visuel ou artiste visuelle,12,18,3481,14377,0.13,0.34,66.67,2.6154
frwiki,collectionneur ou collectionneuse,12,29,3481,14377,0.2,0.34,41.38,1.7
frwiki,historien ou historienne de la musique,12,12,3481,14377,0.08,0.34,100.0,4.25
frwiki,officier de marine,12,23,3481,14377,0.16,0.34,52.17,2.125
frwiki,orientaliste,12,25,3481,14377,0.17,0.34,48.0,2.0
frwiki,philanthrope,12,21,3481,14377,0.15,0.34,57.14,2.2667
frwiki,romaniste,12,21,3481,14377,0.15,0.34,57.14,2.2667
frwiki,révolutionnaire,12,15,3481,14377,0.1,0.34,80.0,3.4
frwiki,auteur,11,80,3481,14377,0.56,0.32,13.75,0.5714
frwiki,bibliophile,11,24,3481,14377,0.17,0.32,45.83,1.8824
frwiki,critique,11,12,3481,14377,0.08,0.32,91.67,4.0
frwiki,minéralogiste,11,20,3481,14377,0.14,0.32,55.0,2.2857
frwiki,sociologue,11,12,3481,14377,0.08,0.32,91.67,4.0
frwiki,aquafortiste,10,20,3481,14377,0.14,0.29,50.0,2.0714
frwiki,artiste lyrique,10,19,3481,14377,0.13,0.29,52.63,2.2308
frwiki,bibliographe,10,19,3481,14377,0.13,0.29,52.63,2.2308
frwiki,femme de lettres,10,14,3481,14377,0.1,0.29,71.43,2.9
frwiki,ingénieur militaire,10,11,3481,14377,0.08,0.29,90.91,3.625
frwiki,moraliste,10,10,3481,14377,0.07,0.29,100.0,4.1429
frwiki,médecin écrivain,10,12,3481,14377,0.08,0.29,83.33,3.625
frwiki,soldat,10,42,3481,14377,0.29,0.29,23.81,1.0
frwiki,écrivain ou écrivaine de science-fiction,10,12,3481,14377,0.08,0.29,83.33,3.625
frwiki,archiviste,9,48,3481,14377,0.33,0.26,18.75,0.7879
frwiki,graveur sur cuivre,9,24,3481,14377,0.17,0.26,37.5,1.5294
frwiki,historien ou historienne des mathématiques,9,12,3481,14377,0.08,0.26,75.0,3.25
frwiki,homme de lettres,9,16,3481,14377,0.11,0.26,56.25,2.3636
frwiki,militant ou militante pour les droits des femmes,9,12,3481,14377,0.08,0.26,75.0,3.25
frwiki,politologue,9,13,3481,14377,0.09,0.26,69.23,2.8889
frwiki,épistolière,9,11,3481,14377,0.08,0.26,81.82,3.25
frwiki,anatomiste,8,12,3481,14377,0.08,0.23,66.67,2.875
frwiki,chorégraphe,8,8,3481,14377,0.06,0.23,100.0,3.8333
frwiki,moine ou moniale,8,66,3481,14377,0.46,0.23,12.12,0.5
frwiki,organiste,8,27,3481,14377,0.19,0.23,29.63,1.2105
frwiki,satiriste,8,20,3481,14377,0.14,0.23,40.0,1.6429
frwiki,sculpteur ou sculptrice,8,19,3481,14377,0.13,0.23,42.11,1.7692
frwiki,éducateur ou éducatrice,8,37,3481,14377,0.26,0.23,21.62,0.8846
frwiki,aquarelliste,7,9,3481,14377,0.06,0.2,77.78,3.3333
frwiki,chef ou cheffe d'orchestre ou de chœur,7,11,3481,14377,0.08,0.2,63.64,2.5
frwiki,conservateur ou conservatrice de musée,7,7,3481,14377,0.05,0.2,100.0,4.0
frwiki,critique de musique,7,8,3481,14377,0.06,0.2,87.5,3.3333
frwiki,curé,7,108,3481,14377,0.75,0.2,6.48,0.2667
frwiki,entrepreneur ou entrepreneuse,7,21,3481,14377,0.15,0.2,33.33,1.3333
frwiki,goguettier,7,8,3481,14377,0.06,0.2,87.5,3.3333
frwiki,horticulteur ou horticultrice,7,10,3481,14377,0.07,0.2,70.0,2.8571
frwiki,illustrateur ou illustratrice scientifique,7,12,3481,14377,0.08,0.2,58.33,2.5
frwiki,imprimeur-libraire ou imprimeuse-libraire,7,31,3481,14377,0.22,0.2,22.58,0.9091
frwiki,latiniste,7,13,3481,14377,0.09,0.2,53.85,2.2222
frwiki,lithographe,7,10,3481,14377,0.07,0.2,70.0,2.8571
frwiki,marin,7,17,3481,14377,0.12,0.2,41.18,1.6667
frwiki,monarque,7,8,3481,14377,0.06,0.2,87.5,3.3333
frwiki,nouvelliste,7,7,3481,14377,0.05,0.2,100.0,4.0
frwiki,orateur ou oratrice,7,16,3481,14377,0.11,0.2,43.75,1.8182
frwiki,philosophe de l'esthétique,7,10,3481,14377,0.07,0.2,70.0,2.8571
frwiki,statisticien ou statisticienne,7,12,3481,14377,0.08,0.2,58.33,2.5
frwiki,auteur tragique,6,8,3481,14377,0.06,0.17,75.0,2.8333
frwiki,barrister,6,39,3481,14377,0.27,0.17,15.38,0.6296
frwiki,commandant,6,10,3481,14377,0.07,0.17,60.0,2.4286
frwiki,espion ou espionne,6,11,3481,14377,0.08,0.17,54.55,2.125
frwiki,militant ou militante politique,6,7,3481,14377,0.05,0.17,85.71,3.4
frwiki,moine bouddhiste,6,11,3481,14377,0.08,0.17,54.55,2.125
frwiki,paléontologue,6,7,3481,14377,0.05,0.17,85.71,3.4
frwiki,parolier ou parolière,6,33,3481,14377,0.23,0.17,18.18,0.7391
frwiki,pharmacien ou pharmacienne,6,14,3481,14377,0.1,0.17,42.86,1.7
frwiki,physiologiste,6,8,3481,14377,0.06,0.17,75.0,2.8333
frwiki,polymathe,6,8,3481,14377,0.06,0.17,75.0,2.8333
frwiki,prêtre chrétien,6,27,3481,14377,0.19,0.17,22.22,0.8947
frwiki,secrétaire,6,25,3481,14377,0.17,0.17,24.0,1.0
frwiki,théoricien ou théoricienne de l'art,6,6,3481,14377,0.04,0.17,100.0,4.25
frwiki,universitaire,6,13,3481,14377,0.09,0.17,46.15,1.8889
frwiki,administrateur ou administratrice,5,7,3481,14377,0.05,0.14,71.43,2.8
frwiki,artiste d'ukiyo-e,5,9,3481,14377,0.06,0.14,55.56,2.3333
frwiki,claveciniste,5,6,3481,14377,0.04,0.14,83.33,3.5
frwiki,collecteur ou collectrice de textes traditionnels,5,8,3481,14377,0.06,0.14,62.5,2.3333
frwiki,courtisan,5,10,3481,14377,0.07,0.14,50.0,2.0
frwiki,ethnologue,5,11,3481,14377,0.08,0.14,45.45,1.75
frwiki,graveur d'ex-libris,5,6,3481,14377,0.04,0.14,83.33,3.5
frwiki,historien ou historienne de l'Église,5,23,3481,14377,0.16,0.14,21.74,0.875
frwiki,illustrateur ou illustratrice botanique,5,5,3481,14377,0.03,0.14,100.0,4.6667
frwiki,joueur ou joueuse d'échecs,5,7,3481,14377,0.05,0.14,71.43,2.8
frwiki,malacologiste,5,6,3481,14377,0.04,0.14,83.33,3.5
frwiki,mycologue,5,5,3481,14377,0.03,0.14,100.0,4.6667
frwiki,professeur ou professeure de musique,5,8,3481,14377,0.06,0.14,62.5,2.3333
frwiki,propriétaire terrien ou propriétaire terrienne,5,13,3481,14377,0.09,0.14,38.46,1.5556
frwiki,précepteur,5,17,3481,14377,0.12,0.14,29.41,1.1667
frwiki,prêtre catholique de rite romain,5,10,3481,14377,0.07,0.14,50.0,2.0
frwiki,rabbin,5,24,3481,14377,0.17,0.14,20.83,0.8235
frwiki,scénariste,5,10,3481,14377,0.07,0.14,50.0,2.0
frwiki,socialite,5,7,3481,14377,0.05,0.14,71.43,2.8
frwiki,théoricien ou théoricienne politique,5,5,3481,14377,0.03,0.14,100.0,4.6667
frwiki,écrivain ou écrivaine politique,5,9,3481,14377,0.06,0.14,55.56,2.3333
frwiki,éditeur associé,5,27,3481,14377,0.19,0.14,18.52,0.7368
frwiki,Hofmeister,4,13,3481,14377,0.09,0.11,30.77,1.2222
frwiki,auteur de haïkus,4,21,3481,14377,0.15,0.11,19.05,0.7333
frwiki,bryologiste,4,4,3481,14377,0.03,0.11,100.0,3.6667
frwiki,caricaturiste,4,7,3481,14377,0.05,0.11,57.14,2.2
frwiki,chanoine,4,35,3481,14377,0.24,0.11,11.43,0.4583
frwiki,chroniqueur ou chroniqueuse,4,22,3481,14377,0.15,0.11,18.18,0.7333
frwiki,compilateur ou compilatrice,4,18,3481,14377,0.13,0.11,22.22,0.8462
frwiki,danseur ou danseuse classique,4,6,3481,14377,0.04,0.11,66.67,2.75
frwiki,domestique,4,6,3481,14377,0.04,0.11,66.67,2.75
frwiki,financier,4,5,3481,14377,0.03,0.11,80.0,3.6667
frwiki,frère,4,22,3481,14377,0.15,0.11,18.18,0.7333
frwiki,globe-trotteur,4,5,3481,14377,0.03,0.11,80.0,3.6667
frwiki,helléniste,4,9,3481,14377,0.06,0.11,44.44,1.8333
frwiki,historien ou historienne de la médecine,4,14,3481,14377,0.1,0.11,28.57,1.1
frwiki,intellectuel ou intellectuelle,4,5,3481,14377,0.03,0.11,80.0,3.6667
frwiki,luthiste,4,4,3481,14377,0.03,0.11,100.0,3.6667
frwiki,lépidoptériste,4,4,3481,14377,0.03,0.11,100.0,3.6667
frwiki,marchand d'esclave,4,5,3481,14377,0.03,0.11,80.0,3.6667
frwiki,maréchal,4,4,3481,14377,0.03,0.11,100.0,3.6667
frwiki,metteur ou metteuse en scène,4,11,3481,14377,0.08,0.11,36.36,1.375
frwiki,ministre,4,13,3481,14377,0.09,0.11,30.77,1.2222
frwiki,mystique,4,11,3481,14377,0.08,0.11,36.36,1.375
frwiki,négociant,4,6,3481,14377,0.04,0.11,66.67,2.75
frwiki,planteur,4,4,3481,14377,0.03,0.11,100.0,3.6667
frwiki,polémiste,4,6,3481,14377,0.04,0.11,66.67,2.75
frwiki,propriétaire de plantation,4,12,3481,14377,0.08,0.11,33.33,1.375
frwiki,ptéridologue,4,4,3481,14377,0.03,0.11,100.0,3.6667
frwiki,religieuse,4,10,3481,14377,0.07,0.11,40.0,1.5714
frwiki,spécialiste de la littérature,4,17,3481,14377,0.12,0.11,23.53,0.9167
frwiki,théoricien ou théoricienne de la littérature,4,6,3481,14377,0.04,0.11,66.67,2.75
frwiki,traducteur ou traductrice de la Bible,4,12,3481,14377,0.08,0.11,33.33,1.375
frwiki,égyptologue,4,4,3481,14377,0.03,0.11,100.0,3.6667
frwiki,English–German translator,3,3,3481,14377,0.02,0.09,100.0,4.5
frwiki,abbé,3,8,3481,14377,0.06,0.09,37.5,1.5
frwiki,arachnologue,3,3,3481,14377,0.02,0.09,100.0,4.5
frwiki,auteur comique,3,7,3481,14377,0.05,0.09,42.86,1.8
frwiki,auteur de poésie ci,3,13,3481,14377,0.09,0.09,23.08,1.0
frwiki,aventurier ou aventurière,3,5,3481,14377,0.03,0.09,60.0,3.0
frwiki,censeur royal,3,4,3481,14377,0.03,0.09,75.0,3.0
frwiki,chapelain,3,7,3481,14377,0.05,0.09,42.86,1.8
frwiki,chef ou cheffe de chœur,3,8,3481,14377,0.06,0.09,37.5,1.5
frwiki,commerçant ou commerçante,3,6,3481,14377,0.04,0.09,50.0,2.25
frwiki,danseur ou danseuse,3,9,3481,14377,0.06,0.09,33.33,1.5
frwiki,designer ou designeuse,3,5,3481,14377,0.03,0.09,60.0,3.0
frwiki,dirigeant ou dirigeante,3,4,3481,14377,0.03,0.09,75.0,3.0
frwiki,enseignant ou enseignante du secondaire,3,46,3481,14377,0.32,0.09,6.52,0.2812
frwiki,folkloriste,3,5,3481,14377,0.03,0.09,60.0,3.0
frwiki,généalogiste,3,16,3481,14377,0.11,0.09,18.75,0.8182
frwiki,historien ou historienne des sciences,3,4,3481,14377,0.03,0.09,75.0,3.0
frwiki,impresario,3,4,3481,14377,0.03,0.09,75.0,3.0
frwiki,industriel ou industrielle,3,6,3481,14377,0.04,0.09,50.0,2.25
frwiki,ingénieur civil,3,5,3481,14377,0.03,0.09,60.0,3.0
frwiki,journaliste musical,3,4,3481,14377,0.03,0.09,75.0,3.0
frwiki,membre de la famille royale,3,8,3481,14377,0.06,0.09,37.5,1.5
frwiki,médecin militaire,3,6,3481,14377,0.04,0.09,50.0,2.25
frwiki,météorologue,3,7,3481,14377,0.05,0.09,42.86,1.8
frwiki,paysagiste,3,6,3481,14377,0.04,0.09,50.0,2.25
frwiki,peintre miniaturiste,3,4,3481,14377,0.03,0.09,75.0,3.0
frwiki,philosophe politique,3,3,3481,14377,0.02,0.09,100.0,4.5
frwiki,pianiste,3,4,3481,14377,0.03,0.09,75.0,3.0
frwiki,producteur ou productrice de théâtre,3,3,3481,14377,0.02,0.09,100.0,4.5
frwiki,propriétaire terrien,3,12,3481,14377,0.08,0.09,25.0,1.125
frwiki,prêtre orthodoxe,3,17,3481,14377,0.12,0.09,17.65,0.75
frwiki,psychologue,3,7,3481,14377,0.05,0.09,42.86,1.8
frwiki,réalisateur ou réalisatrice,3,12,3481,14377,0.08,0.09,25.0,1.125
frwiki,réformateur,3,4,3481,14377,0.03,0.09,75.0,3.0
frwiki,réformateur protestant,3,3,3481,14377,0.02,0.09,100.0,4.5
frwiki,réformateur social,3,5,3481,14377,0.03,0.09,60.0,3.0
frwiki,tailleur ou tailleuse de pierre,3,4,3481,14377,0.03,0.09,75.0,3.0
frwiki,théologien protestant,3,47,3481,14377,0.33,0.09,6.38,0.2727
frwiki,traducteur d'œuvres littéraires de William Shakespeare,3,3,3481,14377,0.02,0.09,100.0,4.5
frwiki,traducteur ou traductrice littéraire,3,13,3481,14377,0.09,0.09,23.08,1.0
frwiki,typographe,3,5,3481,14377,0.03,0.09,60.0,3.0
frwiki,violoniste,3,8,3481,14377,0.06,0.09,37.5,1.5
frwiki,Q137178806,2,15,3481,14377,0.1,0.06,13.33,0.6
frwiki,Spanish–German translator,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,alpiniste,2,3,3481,14377,0.02,0.06,66.67,3.0
frwiki,aphoriste,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,apiculteur ou apicultrice,2,8,3481,14377,0.06,0.06,25.0,1.0
frwiki,apologète,2,6,3481,14377,0.04,0.06,33.33,1.5
frwiki,archéologue classique,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,armateur,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,cadre dirigeant ou cadre dirigeante,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,canoniste,2,4,3481,14377,0.03,0.06,50.0,2.0
frwiki,cavalier de dressage,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,chef militaire,2,4,3481,14377,0.03,0.06,50.0,2.0
frwiki,clerc régulier,2,18,3481,14377,0.13,0.06,11.11,0.4615
frwiki,collecteur ou collectrice de chanson traditionnelle,2,4,3481,14377,0.03,0.06,50.0,2.0
frwiki,concepteur ou conceptrice de meubles,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,conseiller juridique,2,4,3481,14377,0.03,0.06,50.0,2.0
frwiki,contre-révolutionnaire,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,courtisane,2,4,3481,14377,0.03,0.06,50.0,2.0
frwiki,dessinateur ou dessinatrice  de carte,2,4,3481,14377,0.03,0.06,50.0,2.0
frwiki,diacre,2,14,3481,14377,0.1,0.06,14.29,0.6
frwiki,diacre catholique,2,14,3481,14377,0.1,0.06,14.29,0.6
frwiki,dilettante,2,3,3481,14377,0.02,0.06,66.67,3.0
frwiki,directeur ou directrice,2,5,3481,14377,0.03,0.06,40.0,2.0
frwiki,education activist,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,escrimeur ou escrimeuse,2,3,3481,14377,0.02,0.06,66.67,3.0
frwiki,explorateur scientifique,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,exégète,2,3,3481,14377,0.02,0.06,66.67,3.0
frwiki,fabricant ou fabricante d'instruments de musique,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,facteur ou factrice d'orgues,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,faqîh,2,37,3481,14377,0.26,0.06,5.41,0.2308
frwiki,faussaire,2,4,3481,14377,0.03,0.06,50.0,2.0
frwiki,fermier général,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,flûtiste,2,3,3481,14377,0.02,0.06,66.67,3.0
frwiki,gesakusha,2,5,3481,14377,0.03,0.06,40.0,2.0
frwiki,gouvernante,2,6,3481,14377,0.04,0.06,33.33,1.5
frwiki,géodésiste,2,3,3481,14377,0.02,0.06,66.67,3.0
frwiki,géomètre,2,12,3481,14377,0.08,0.06,16.67,0.75
frwiki,hagiographe,2,14,3481,14377,0.1,0.06,14.29,0.6
frwiki,herpétologue,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,hispaniste,2,4,3481,14377,0.03,0.06,50.0,2.0
frwiki,historien ou historienne de la philosophie,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,historien ou historienne militaire,2,3,3481,14377,0.02,0.06,66.67,3.0
frwiki,horloger ou horlogère,2,3,3481,14377,0.02,0.06,66.67,3.0
frwiki,hébraïsant,2,3,3481,14377,0.02,0.06,66.67,3.0
frwiki,héraldiste,2,9,3481,14377,0.06,0.06,22.22,1.0
frwiki,ichtyologiste,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,indianiste,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,ingénieur ou ingénieure des mines,2,3,3481,14377,0.02,0.06,66.67,3.0
frwiki,instituteur ou institutrice,2,6,3481,14377,0.04,0.06,33.33,1.5
frwiki,juge de paix,2,4,3481,14377,0.03,0.06,50.0,2.0
frwiki,jurisconsulte,2,6,3481,14377,0.04,0.06,33.33,1.5
frwiki,maitre d'œuvre,2,5,3481,14377,0.03,0.06,40.0,2.0
frwiki,marchand d'estampes,2,4,3481,14377,0.03,0.06,50.0,2.0
frwiki,marionnettiste,2,3,3481,14377,0.02,0.06,66.67,3.0
frwiki,market merchant,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,militant ou militante,2,5,3481,14377,0.03,0.06,40.0,2.0
frwiki,moine orthodoxe,2,5,3481,14377,0.03,0.06,40.0,2.0
frwiki,mythographe,2,4,3481,14377,0.03,0.06,50.0,2.0
frwiki,médailleur ou médailleuse,2,3,3481,14377,0.02,0.06,66.67,3.0
frwiki,médiéviste,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,métallurgiste,2,4,3481,14377,0.03,0.06,50.0,2.0
frwiki,navigateur ou navigatrice,2,3,3481,14377,0.02,0.06,66.67,3.0
frwiki,notaire,2,19,3481,14377,0.13,0.06,10.53,0.4615
frwiki,officier d'armée de terre,2,3,3481,14377,0.02,0.06,66.67,3.0
frwiki,ouléma,2,21,3481,14377,0.15,0.06,9.52,0.4
frwiki,philosophe du droit,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,portraitiste,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,poète de tanka,2,10,3481,14377,0.07,0.06,20.0,0.8571
frwiki,principal de collège,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,professeur d'art,2,3,3481,14377,0.02,0.06,66.67,3.0
frwiki,psychiatre,2,4,3481,14377,0.03,0.06,50.0,2.0
frwiki,recteur,2,3,3481,14377,0.02,0.06,66.67,3.0
frwiki,rhéteur ou rhétrice,2,9,3481,14377,0.06,0.06,22.22,1.0
frwiki,sanskritiste,2,3,3481,14377,0.02,0.06,66.67,3.0
frwiki,scientifique de la forêt,2,3,3481,14377,0.02,0.06,66.67,3.0
frwiki,souverain,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,tertön,2,8,3481,14377,0.06,0.06,25.0,1.0
frwiki,théologien ou théologienne catholique,2,28,3481,14377,0.19,0.06,7.14,0.3158
frwiki,théoricien ou théoricienne militaire,2,3,3481,14377,0.02,0.06,66.67,3.0
frwiki,topographe,2,13,3481,14377,0.09,0.06,15.38,0.6667
frwiki,volcanologue,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,vétérinaire,2,4,3481,14377,0.03,0.06,50.0,2.0
frwiki,xylographe,2,3,3481,14377,0.02,0.06,66.67,3.0
frwiki,éditeur scientifique,2,2,3481,14377,0.01,0.06,100.0,6.0
frwiki,éleveur,2,3,3481,14377,0.02,0.06,66.67,3.0
frwiki,épigraphiste,2,4,3481,14377,0.03,0.06,50.0,2.0
frwiki,étudiant,2,16,3481,14377,0.11,0.06,12.5,0.5455
frwiki,Actor-manager,1,1,3481,14377,0.01,0.03,100.0,3.0
frwiki,Busshi,1,1,3481,14377,0.01,0.03,100.0,3.0
frwiki,Front Palace,1,1,3481,14377,0.01,0.03,100.0,3.0
frwiki,Guslar,1,3,3481,14377,0.02,0.03,33.33,1.5
frwiki,Hofrat,1,1,3481,14377,0.01,0.03,100.0,3.0
frwiki,Kammermohr,1,1,3481,14377,0.01,0.03,100.0,3.0
frwiki,Le Père de mes enfants,1,1,3481,14377,0.01,0.03,100.0,3.0
frwiki,Q11569980,1,1,3481,14377,0.01,0.03,100.0,3.0
frwiki,Q132907677,1,1,3481,14377,0.01,0.03,100.0,3.0
frwiki,Rangaku scholar,1,1,3481,14377,0.01,0.03,100.0,3.0
frwiki,abbesse,1,1,3481,14377,0.01,0.03,100.0,3.0
frwiki,actuaire,1,3,3481,14377,0.02,0.03,33.33,1.5
frwiki,administrateur,1,1,3481,14377,0.01,0.03,100.0,3.0
frwiki,administrateur académique,1,2,3481,14377,0.01,0.03,50.0,3.0
frwiki,administrateur colonial ou administratrice coloniale,1,3,3481,14377,0.02,0.03,33.33,1.5
frwiki,agent administratif,1,3,3481,14377,0.02,0.03,33.33,1.5
frwiki,agent de change,1,1,3481,14377,0.01,0.03,100.0,3.0
frwiki,agent ou agente immobilier,1,2,3481,14377,0.01,0.03,50.0,3.0
frwiki,aide de camp,1,1,3481,14377,0.01,0.03,100.0,3.0
frwiki,alchimiste,1,2,3481,14377,0.01,0.03,50.0,3.0
frwiki,ambassadeur,1,5,3481,14377,0.03,0.03,20.0,1.0
frwiki,amiral,1,2,3481,14377,0.01,0.03,50.0,3.0
frwiki,angliciste,1,1,3481,14377,0.01,0.03,100.0,3.0
frwiki,anthologiste,1,1,3481,14377,0.01,0.03,100.0,3.0
frwiki,apothicaire,1,3,3481,14377,0.02,0.03,33.33,1.5
frwiki,arabisant ou arabisante,1,5,3481,14377,0.03,0.03,20.0,1.0
frwiki,archevêque,1,3,3481,14377,0.02,0.03,33.33,1.5
frwiki,archevêque titulaire,1,1,3481,14377,0.01,0.03,100.0,3.0
frwiki,architecte d'intérieur,1,1,3481,14377,0.01,0.03,100.0,3.0
frwiki,artiste interprète,1,3,3481,14377,0.02,0.03,33.33,1.5
frwiki,artiste textile,1,1,3481,14377,0.01,0.03,100.0,3.0
frwiki,ashik,1,8,3481,14377,0.06,0.03,12.5,0.5
frwiki,aumônier militaire catholique,1,1,3481,14377,0.01,0.03,100.0,3.0
frwiki,auteur de contes,1,2,3481,14377,0.01,0.03,50.0,3.0
frwiki,auteur de livre de cuisine,1,1,3481,14377,0.01,0.03,100.0,3.0
frwiki,auteur de manuel,1,4,3481,14377,0.03,0.03,25.0,1.0
frwiki,auteur ou autrice de contes,1,1,3481,14377,0.01,0.03,100.0,3.0
frwiki,auteur-compositeur-interprète,1,1,3481,14377,0.01,0.03,100.0,3.0
frwiki,aviateur ou aviatrice,1,1,3481,14377,0.01,0.03,100.0,3.0
frwiki,bandit de grand chemin,1,1,3481,14377,0.01,0.03,100.0,3.0
frwiki,barbier,1,2,3481,14377,0.01,0.03,50.0,3.0
frwiki,bertsolari,1,5,3481,14377,0.03,0.03,20.0,1.0
frwiki,bibliothécaire de droit,1,6,3481,14377,0.04,0.03,16.67,0.75
frwiki,bienfaiteur ou bienfaitrice,1,2,3481,14377,0.01,0.03,50.0,3.0
