language_edition,occupation,represented_entities,cohort_group_entities,language_represented_entities,cohort_total_entities,cohort_group_share_pct,language_group_share_pct,representation_rate_pct,representation_index
plwiki,réformateur social,2,5,1207,14377,0.03,0.17,40.0,5.6667
plwiki,sanskritiste,2,3,1207,14377,0.02,0.17,66.67,8.5
plwiki,slaviste,2,2,1207,14377,0.01,0.17,100.0,17.0
plwiki,socialite,2,7,1207,14377,0.05,0.17,28.57,3.4
plwiki,souverain,2,2,1207,14377,0.01,0.17,100.0,17.0
plwiki,spécialiste de la littérature,2,17,1207,14377,0.12,0.17,11.76,1.4167
plwiki,tailleur ou tailleuse de pierre,2,4,1207,14377,0.03,0.17,50.0,5.6667
plwiki,traducteur ou traductrice littéraire,2,13,1207,14377,0.09,0.17,15.38,1.8889
plwiki,violoniste,2,8,1207,14377,0.06,0.17,25.0,2.8333
plwiki,volcanologue,2,2,1207,14377,0.01,0.17,100.0,17.0
plwiki,vétérinaire,2,4,1207,14377,0.03,0.17,50.0,5.6667
plwiki,égyptologue,2,4,1207,14377,0.03,0.17,50.0,5.6667
plwiki,épigraphiste,2,4,1207,14377,0.03,0.17,50.0,5.6667
plwiki,érudit,2,46,1207,14377,0.32,0.17,4.35,0.5312
plwiki,Actor-manager,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,Church Slavonic writers,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,Front Palace,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,Guslar,1,3,1207,14377,0.02,0.08,33.33,4.0
plwiki,Q132907677,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,Q1796848,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,Rangaku scholar,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,abbesse,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,administrateur ou administratrice,1,7,1207,14377,0.05,0.08,14.29,1.6
plwiki,agent administratif,1,3,1207,14377,0.02,0.08,33.33,4.0
plwiki,agent de change,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,agent ou agente immobilier,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,agent économique,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,aide de camp,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,ambassadeur,1,5,1207,14377,0.03,0.08,20.0,2.6667
plwiki,archevêque titulaire,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,architecte d'intérieur,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,archéologue classique,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,ashik,1,8,1207,14377,0.06,0.08,12.5,1.3333
plwiki,astrologue,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,auteur de contes,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,auteur ou autrice de contes,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,auteur-compositeur-interprète,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,baltisant,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,barbier,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,bibliothécaire de droit,1,6,1207,14377,0.04,0.08,16.67,2.0
plwiki,bienfaiteur ou bienfaitrice,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,biologiste de l'évolution,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,bohémiste,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,bureaucrate,1,3,1207,14377,0.02,0.08,33.33,4.0
plwiki,béguine,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,cadre dirigeant ou cadre dirigeante,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,canoniste,1,4,1207,14377,0.03,0.08,25.0,2.6667
plwiki,carcinologiste,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,cartomancien,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,censeur,1,6,1207,14377,0.04,0.08,16.67,2.0
plwiki,chambellan,1,13,1207,14377,0.09,0.08,7.69,0.8889
plwiki,chapelain,1,7,1207,14377,0.05,0.08,14.29,1.6
plwiki,chef cuisinier ou chef cuisinière,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,chef de groupe musical,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,chef religieux,1,9,1207,14377,0.06,0.08,11.11,1.3333
plwiki,chirurgien-dentiste,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,clarinettiste,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,classical oboist,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,climatologue,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,collectionneur d'estampes,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,collectionneur ou collectionneuse zoologique,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,colonel,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,combattant ou combattante pour la liberté,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,commis,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,compositeur,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,compositeur d'opéra,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,compositeur ou compositrice de musique classique,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,concepteur de chaussures,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,concepteur ou conceptrice de meubles,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,conseiller juridique,1,4,1207,14377,0.03,0.08,25.0,2.6667
plwiki,conservateur de bibliothèque,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,consort,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,copiste,1,4,1207,14377,0.03,0.08,25.0,2.6667
plwiki,corsaire,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,courtier maritime,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,criminaliste,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,criminologue,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,critique dramatique,1,5,1207,14377,0.03,0.08,20.0,2.6667
plwiki,cryptographe,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,danseur ou danseuse,1,9,1207,14377,0.06,0.08,11.11,1.3333
plwiki,dessinateur ou dessinatrice en bâtiment,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,diacre,1,14,1207,14377,0.1,0.08,7.14,0.8
plwiki,diacre de transition,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,directeur littéraire,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,directeur ou directrice,1,5,1207,14377,0.03,0.08,20.0,2.6667
plwiki,directeur ou directrice artistique,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,diseur de bonne aventure,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,diététicien ou diététicienne,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,drapier,1,5,1207,14377,0.03,0.08,20.0,2.6667
plwiki,duelliste,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,décorateur ou décoratrice d'intérieur,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,défenseur ou défenseuse des droits humains,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,démographe,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,détective,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,employé ou employée de bureau,1,3,1207,14377,0.02,0.08,33.33,4.0
plwiki,enseigne,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,escroc,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,explorateur scientifique,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,exégète,1,3,1207,14377,0.02,0.08,33.33,4.0
plwiki,fabricant ou fabricante d'instruments de musique,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,facteur ou factrice d'orgues,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,facteur ou factrice de pianos,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,faussaire,1,4,1207,14377,0.03,0.08,25.0,2.6667
plwiki,fermier général,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,financier,1,5,1207,14377,0.03,0.08,20.0,2.6667
plwiki,folkloriste,1,5,1207,14377,0.03,0.08,20.0,2.6667
plwiki,fondateur ou fondatrice,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,forestier ou forestière,1,5,1207,14377,0.03,0.08,20.0,2.6667
plwiki,formateur ou formatrice pour adultes,1,4,1207,14377,0.03,0.08,25.0,2.6667
plwiki,frère,1,22,1207,14377,0.15,0.08,4.55,0.5333
plwiki,goguettier,1,8,1207,14377,0.06,0.08,12.5,1.3333
plwiki,grammairien,1,22,1207,14377,0.15,0.08,4.55,0.5333
plwiki,graveur sur cuivre,1,24,1207,14377,0.17,0.08,4.17,0.4706
plwiki,géodésiste,1,3,1207,14377,0.02,0.08,33.33,4.0
plwiki,géomètre,1,12,1207,14377,0.08,0.08,8.33,1.0
plwiki,hagiographe,1,14,1207,14377,0.1,0.08,7.14,0.8
plwiki,harpiste,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,hautboïste,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,hazzan,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,historien moderniste,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,historien ou historienne de l'Église,1,23,1207,14377,0.16,0.08,4.35,0.5
plwiki,historien ou historienne de la philosophie,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,historien ou historienne militaire,1,3,1207,14377,0.02,0.08,33.33,4.0
plwiki,horloger ou horlogère,1,3,1207,14377,0.02,0.08,33.33,4.0
plwiki,humaniste,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,humoriste,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,hydrographe,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,hébraïsant,1,3,1207,14377,0.02,0.08,33.33,4.0
plwiki,illustrateur ou illustratrice botanique,1,5,1207,14377,0.03,0.08,20.0,2.6667
plwiki,imitateur,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,industriel ou industrielle,1,6,1207,14377,0.04,0.08,16.67,2.0
plwiki,infirmière ou infirmier,1,3,1207,14377,0.02,0.08,33.33,4.0
plwiki,ingénieur géographe,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,ingénieur ou ingénieure des mines,1,3,1207,14377,0.02,0.08,33.33,4.0
plwiki,intellectuel ou intellectuelle,1,5,1207,14377,0.03,0.08,20.0,2.6667
plwiki,investisseur,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,jardinier ou jardinière,1,7,1207,14377,0.05,0.08,14.29,1.6
plwiki,juge de paix,1,4,1207,14377,0.03,0.08,25.0,2.6667
plwiki,lay theologian,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,lexicologue,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,logicien ou logicienne,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,magistrate,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,marchand d'armes,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,marin,1,17,1207,14377,0.12,0.08,5.88,0.6667
plwiki,maréchal,1,4,1207,14377,0.03,0.08,25.0,2.6667
plwiki,mathématicien géomètre,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,maître d'école,1,15,1207,14377,0.1,0.08,6.67,0.8
plwiki,maître de poste,1,4,1207,14377,0.03,0.08,25.0,2.6667
plwiki,metteur ou metteuse en scène,1,11,1207,14377,0.08,0.08,9.09,1.0
plwiki,militant de l'émigration,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,militant ou militante,1,5,1207,14377,0.03,0.08,20.0,2.6667
plwiki,militant ou militante de la cause animale,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,militant ou militante pour les droits des femmes,1,12,1207,14377,0.08,0.08,8.33,1.0
plwiki,militant pour la paix,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,moine orthodoxe,1,5,1207,14377,0.03,0.08,20.0,2.6667
plwiki,mosaïste,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,médailleur ou médailleuse,1,3,1207,14377,0.02,0.08,33.33,4.0
plwiki,médecin de santé publique,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,métallurgiste,1,4,1207,14377,0.03,0.08,25.0,2.6667
plwiki,métaphysicien,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,narrateur,1,8,1207,14377,0.06,0.08,12.5,1.3333
plwiki,navigateur ou navigatrice,1,3,1207,14377,0.02,0.08,33.33,4.0
plwiki,neurobiologiste,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,nouvelle,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,océanographe,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,officier d'armée de terre,1,3,1207,14377,0.02,0.08,33.33,4.0
plwiki,ornament designer,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,ornamental sculptor,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,pasteur méthodiste,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,pedestrian,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,peintre miniaturiste,1,4,1207,14377,0.03,0.08,25.0,2.6667
plwiki,philosophe des sciences,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,philosophe du langage,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,physicien théoricien ou physicienne théoricienne,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,policier ou policière,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,polygraphe,1,4,1207,14377,0.03,0.08,25.0,2.6667
plwiki,polémiste,1,6,1207,14377,0.04,0.08,16.67,2.0
plwiki,popular educator,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,portraitiste,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,première dame,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,prince héritier,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,problémiste,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,procureur ou procureure,1,6,1207,14377,0.04,0.08,16.67,2.0
plwiki,producteur ou productrice,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,propriétaire de plantation,1,12,1207,14377,0.08,0.08,8.33,1.0
plwiki,propriétaire terrien,1,12,1207,14377,0.08,0.08,8.33,1.0
plwiki,prêtre régulier,1,8,1207,14377,0.06,0.08,12.5,1.3333
plwiki,rebelle,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,religieux ou religieuse,1,42,1207,14377,0.29,0.08,2.38,0.2759
plwiki,roi,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,rådmand,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,scientifique de la forêt,1,3,1207,14377,0.02,0.08,33.33,4.0
plwiki,sculpteur ou sculptrice sur bois,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,seigneur,1,9,1207,14377,0.06,0.08,11.11,1.3333
plwiki,shochet,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,slave driver,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,socialiste,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,stomatologue,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,suffragiste,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,surveying engineer,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,sylviculteur ou sylvicultrice,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,taxinomiste,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,textologue,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,théologien protestant,1,47,1207,14377,0.33,0.08,2.13,0.2424
plwiki,théoricien ou théoricienne militaire,1,3,1207,14377,0.02,0.08,33.33,4.0
plwiki,tourneur sur bois,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,traducteur de l'Iliade,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,trésorier,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,typographe,1,5,1207,14377,0.03,0.08,20.0,2.6667
plwiki,universitaire,1,13,1207,14377,0.09,0.08,7.69,0.8889
plwiki,urbaniste,1,2,1207,14377,0.01,0.08,50.0,8.0
plwiki,violoncelliste,1,3,1207,14377,0.02,0.08,33.33,4.0
plwiki,voleur ou voleuse,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,xylographe,1,3,1207,14377,0.02,0.08,33.33,4.0
plwiki,éleveur,1,3,1207,14377,0.02,0.08,33.33,4.0
plwiki,épistolière,1,11,1207,14377,0.08,0.08,9.09,1.0
plwiki,épistémologue,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,érudit littéraire,1,4,1207,14377,0.03,0.08,25.0,2.6667
plwiki,éthicien ou éthicienne,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,évêque,1,3,1207,14377,0.02,0.08,33.33,4.0
plwiki,évêque catholique romain,1,1,1207,14377,0.01,0.08,100.0,8.0
plwiki,Akyn,0,2,1207,14377,0.01,0.0,0.0,0.0
plwiki,Amtmann,0,7,1207,14377,0.05,0.0,0.0,0.0
plwiki,Busshi,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Cartographic theorist,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Chamber councilor,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Cheikh al-Islam,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Compagnie de Jésus,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Conseil d'État,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Deputy Lieutenant,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Dissent,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Divan poet,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Glosser,0,4,1207,14377,0.03,0.0,0.0,0.0
plwiki,Hofrat,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Hovrättsråd,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Justiciar,0,2,1207,14377,0.01,0.0,0.0,0.0
plwiki,Kammermohr,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Kannushi,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Kokugaku scholar,0,3,1207,14377,0.02,0.0,0.0,0.0
plwiki,Komminister,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Kugyō,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Kämmerer,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Landaman,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Le Père de mes enfants,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Legationsrat,0,4,1207,14377,0.03,0.0,0.0,0.0
plwiki,Liedermacher,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Methodist local preacher,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Minifundia,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Mohel,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Oberamtmann,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Q106887414,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Q108439375,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Q11071934,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Q11496906,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Q11569980,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Q118732656,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Q12786593,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Q132561893,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Q137178813,0,2,1207,14377,0.01,0.0,0.0,0.0
plwiki,Q1411233,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Q25524195,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Q28950950,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Q42296462,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Q48976409,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Q52008294,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Q55092218,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Q866195,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Revivalist,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Schulrat,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,Theaterintendant,0,2,1207,14377,0.01,0.0,0.0,0.0
plwiki,Warraq,0,2,1207,14377,0.01,0.0,0.0,0.0
plwiki,abbé,0,8,1207,14377,0.06,0.0,0.0,0.0
plwiki,able seaman,0,2,1207,14377,0.01,0.0,0.0,0.0
plwiki,acteur amateur,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,acteur de kunqu,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,actuaire,0,3,1207,14377,0.02,0.0,0.0,0.0
plwiki,administrateur,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,administrateur académique,0,2,1207,14377,0.01,0.0,0.0,0.0
plwiki,administrateur colonial ou administratrice coloniale,0,3,1207,14377,0.02,0.0,0.0,0.0
plwiki,administrateur de district,0,3,1207,14377,0.02,0.0,0.0,0.0
plwiki,administrateur du gouvernement,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,adultère,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,agent colonial,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,agent commercial ou agente commerciale,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,agent des terres,0,2,1207,14377,0.01,0.0,0.0,0.0
plwiki,agent immobilier,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,agent musical,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,agroéconomiste,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,alchimiste,0,2,1207,14377,0.01,0.0,0.0,0.0
plwiki,aliéniste,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,alpiniste,0,3,1207,14377,0.02,0.0,0.0,0.0
plwiki,amiral,0,2,1207,14377,0.01,0.0,0.0,0.0
plwiki,ancien,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,angliciste,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,anthologiste,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,apologète,0,6,1207,14377,0.04,0.0,0.0,0.0
plwiki,apothicaire,0,3,1207,14377,0.02,0.0,0.0,0.0
plwiki,apprenti maçon,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,arabisant ou arabisante,0,5,1207,14377,0.03,0.0,0.0,0.0
plwiki,archidiaconé luthérien,0,2,1207,14377,0.01,0.0,0.0,0.0
plwiki,arrangeur musical,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,artilleur,0,2,1207,14377,0.01,0.0,0.0,0.0
plwiki,artisan ou artisane,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,artiste interprète,0,3,1207,14377,0.02,0.0,0.0,0.0
plwiki,artiste textile,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,assesseur,0,4,1207,14377,0.03,0.0,0.0,0.0
plwiki,assyriologue,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,aumônier de prison,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,aumônier militaire,0,6,1207,14377,0.04,0.0,0.0,0.0
plwiki,aumônier militaire catholique,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,auteur comique,0,7,1207,14377,0.05,0.0,0.0,0.0
plwiki,auteur de dictionnaire,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,auteur de livre de cuisine,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,auteur de livres de prières,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,auteur de livres jeunesse,0,5,1207,14377,0.03,0.0,0.0,0.0
plwiki,auteur de manuel,0,4,1207,14377,0.03,0.0,0.0,0.0
plwiki,aviateur ou aviatrice,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,avocat,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,bailli,0,2,1207,14377,0.01,0.0,0.0,0.0
plwiki,balnéologue,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,bandit de grand chemin,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,barbier chirurgien,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,barde,0,2,1207,14377,0.01,0.0,0.0,0.0
plwiki,berger ou bergère,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,bertsolari,0,5,1207,14377,0.03,0.0,0.0,0.0
plwiki,bibliste,0,4,1207,14377,0.03,0.0,0.0,0.0
plwiki,bijoutier,0,2,1207,14377,0.01,0.0,0.0,0.0
plwiki,boucher ou bouchère,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,bourgmestre,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,bourrelier,0,2,1207,14377,0.01,0.0,0.0,0.0
plwiki,bouteiller,0,2,1207,14377,0.01,0.0,0.0,0.0
plwiki,bronzier ou bronzière,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,bushi,0,4,1207,14377,0.03,0.0,0.0,0.0
plwiki,cacique,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,cadet,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,cadi,0,6,1207,14377,0.04,0.0,0.0,0.0
plwiki,cafetier,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,caissier ou caissière,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,cantor,0,9,1207,14377,0.06,0.0,0.0,0.0
plwiki,capitaine de navire,0,2,1207,14377,0.01,0.0,0.0,0.0
plwiki,caricaturiste,0,7,1207,14377,0.05,0.0,0.0,0.0
plwiki,carrier,0,2,1207,14377,0.01,0.0,0.0,0.0
plwiki,cartographe maritime,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,cartographe militaire,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,cathedral preacher,0,2,1207,14377,0.01,0.0,0.0,0.0
plwiki,catéchiste,0,3,1207,14377,0.02,0.0,0.0,0.0
plwiki,cavalier,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,cavalier de dressage,0,2,1207,14377,0.01,0.0,0.0,0.0
plwiki,caviste,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,censeur royal,0,4,1207,14377,0.03,0.0,0.0,0.0
plwiki,chancelier,0,4,1207,14377,0.03,0.0,0.0,0.0
plwiki,chanoine ad honorem,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,chanteur folk,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,chapelier ou chapelière,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,chargé ou chargée de cours,0,2,1207,14377,0.01,0.0,0.0,0.0
plwiki,charpentier ou charpentière,0,4,1207,14377,0.03,0.0,0.0,0.0
plwiki,charron,0,1,1207,14377,0.01,0.0,0.0,0.0
plwiki,chasseur d'esclaves,0,1,1207,14377,0.01,0.0,0.0,0.0
