token_family,token_id,token_label,token_wikidata_url,occurrence_count,entity_count,example_names
citizenship,Q210551,,https://www.wikidata.org/wiki/Q210551,1,1,José Manuel Pérez Castellano
citizenship,Q213353,,https://www.wikidata.org/wiki/Q213353,1,1,Alberico Barbiano di Belgiojoso
citizenship,Q217196,,https://www.wikidata.org/wiki/Q217196,1,1,Manuel de Jaén
citizenship,Q228,,https://www.wikidata.org/wiki/Q228,1,1,Antoni Fiter i Rossell
citizenship,Q2325193,,https://www.wikidata.org/wiki/Q2325193,1,1,Carlo Marin
citizenship,Q249428,,https://www.wikidata.org/wiki/Q249428,1,1,Arnold Andreas Friedrich Mallinckrodt
citizenship,Q2614104,,https://www.wikidata.org/wiki/Q2614104,1,1,Johann Gotthard Reinhold
citizenship,Q2617267,,https://www.wikidata.org/wiki/Q2617267,1,1,Abu-'l-Barakāt ʿAbdallāh Ibn-Ḥusain as- Suwaidī
citizenship,Q262,,https://www.wikidata.org/wiki/Q262,1,1,El-Habib Benguennoun
citizenship,Q2670751,,https://www.wikidata.org/wiki/Q2670751,1,1,Josef Dobrovský
citizenship,Q278874,,https://www.wikidata.org/wiki/Q278874,1,1,François Jean George von Waldersee
citizenship,Q281005,,https://www.wikidata.org/wiki/Q281005,1,1,Johann Christian Rosenmüller
citizenship,Q2843,,https://www.wikidata.org/wiki/Q2843,1,1,Johann Erich Biester
citizenship,Q3113481,,https://www.wikidata.org/wiki/Q3113481,1,1,Ignaz von Born
citizenship,Q32,,https://www.wikidata.org/wiki/Q32,1,1,Guillermo Dupaix
citizenship,Q3324486,,https://www.wikidata.org/wiki/Q3324486,1,1,Petar I Petrović-Njegoš
citizenship,Q3339389,,https://www.wikidata.org/wiki/Q3339389,1,1,Tenreiro Aranha
citizenship,Q3382803,,https://www.wikidata.org/wiki/Q3382803,1,1,Nehorai Garmon
citizenship,Q4073209,,https://www.wikidata.org/wiki/Q4073209,1,1,Mirza Ali Al-Akhti
citizenship,Q41470,,https://www.wikidata.org/wiki/Q41470,1,1,Muhammad ibn Sulayman al-Kurdi
citizenship,Q4208754,,https://www.wikidata.org/wiki/Q4208754,1,1,Q112994350
citizenship,Q42406,,https://www.wikidata.org/wiki/Q42406,1,1,Stephen Cullen Carpenter
citizenship,Q43266,,https://www.wikidata.org/wiki/Q43266,1,1,Leopold Berchtold
citizenship,Q463289,,https://www.wikidata.org/wiki/Q463289,1,1,Alberico Barbiano di Belgiojoso
citizenship,Q48779892,,https://www.wikidata.org/wiki/Q48779892,1,1,Marciano Di Leo
citizenship,Q501303,,https://www.wikidata.org/wiki/Q501303,1,1,Józef Sołtykowicz
citizenship,Q528042,,https://www.wikidata.org/wiki/Q528042,1,1,Ivan Hacking
citizenship,Q546,,https://www.wikidata.org/wiki/Q546,1,1,Benedetto Frizzi
citizenship,Q56376885,,https://www.wikidata.org/wiki/Q56376885,1,1,Muhammad ibn Abd al-Rahman al-Afaliqi
citizenship,Q57695350,,https://www.wikidata.org/wiki/Q57695350,1,1,Katherine Wilmot
citizenship,Q589662,Royal Prussia,https://www.wikidata.org/wiki/Q589662,1,1,Georg Forster
citizenship,Q600524,,https://www.wikidata.org/wiki/Q600524,1,1,Ousmane dan Fodio
citizenship,Q617,,https://www.wikidata.org/wiki/Q617,1,1,Benedetto Frizzi
citizenship,Q622783,,https://www.wikidata.org/wiki/Q622783,1,1,Jean François Foppens
citizenship,Q6247,,https://www.wikidata.org/wiki/Q6247,1,1,Benedetto Frizzi
citizenship,Q630163,,https://www.wikidata.org/wiki/Q630163,1,1,Johann Christian Hellbach
citizenship,Q63149558,,https://www.wikidata.org/wiki/Q63149558,1,1,Abu al-Qasim Qomi
