wikidata_id,name,candidate_affiliation,possible_place_role_count,mapped_place_role_count,checked_place_role_count,place_score_share,supporting_place_roles,supporting_places,support_token_ids,birth_place_support,death_place_support,residence_support,work_location_support
http://www.wikidata.org/entity/Q1395797,Johann Heinrich Häßlein,German,2,2,2,1.0,birth_place | death_place,Nuremberg (Q2090),Q2415901 | Q7318,True,True,False,False
http://www.wikidata.org/entity/Q1395797,Johann Heinrich Häßlein,Germany,2,2,2,1.0,birth_place | death_place,Nuremberg (Q2090),Q1206012 | Q183 | Q41304 | Q43287,True,True,False,False
http://www.wikidata.org/entity/Q215845,Johann Heinrich Jung-Stilling,German,3,3,2,0.6667,death_place | work_location,Heidelberg (Q2966) | Karlsruhe (Q1040),Q12548 | Q186320 | Q22880 | Q2415901 | Q7318,False,True,False,True
http://www.wikidata.org/entity/Q215845,Johann Heinrich Jung-Stilling,Germany,3,3,3,1.0,birth_place | death_place | work_location,Heidelberg (Q2966) | Hilchenbach (Q10949) | Karlsruhe (Q1040) | Marbourg (Q3869),Q1206012 | Q183 | Q41304 | Q43287,True,True,False,True
http://www.wikidata.org/entity/Q1694431,Johann Heinrich Karl Hengstenberg,Germany,2,2,2,1.0,birth_place | death_place,Ergste (Q1350655) | Wetter (Ruhr) (Q11343),Q183,True,True,False,False
http://www.wikidata.org/entity/Q94864355,Johann Heinrich Kaufmann,Germany,2,2,2,1.0,birth_place | death_place,Bad Kreuznach (Q7047),Q183,True,True,False,False
http://www.wikidata.org/entity/Q26707534,Johann Heinrich Keerl,Germany,2,2,2,1.0,birth_place | death_place,Ansbach (Q14859) | Q548982 (Q548982),Q1206012 | Q183,True,True,False,False
http://www.wikidata.org/entity/Q1694448,Johann Heinrich Liebeskind,Germany,2,2,2,1.0,birth_place | death_place,Bayreuth (Q3923) | Q252772 (Q252772),Q1206012 | Q183,True,True,False,False
http://www.wikidata.org/entity/Q23060161,Johann Heinrich Lütkens,France,2,2,2,1.0,birth_place | death_place,Hambourg (Q1055),Q142 | Q71084,True,True,False,False
http://www.wikidata.org/entity/Q23060161,Johann Heinrich Lütkens,German,2,2,2,1.0,birth_place | death_place,Hambourg (Q1055),Q1055 | Q12548 | Q2415901 | Q7318,True,True,False,False
http://www.wikidata.org/entity/Q23060161,Johann Heinrich Lütkens,Germany,2,2,2,1.0,birth_place | death_place,Hambourg (Q1055),Q1206012 | Q183 | Q41304 | Q43287,True,True,False,False
http://www.wikidata.org/entity/Q20827700,Johann Heinrich Mayr,Swiss,2,2,2,1.0,birth_place | death_place,Arbon (Q64156),Q39,True,True,False,False
http://www.wikidata.org/entity/Q70318,Johann Heinrich Merck,German,3,3,3,1.0,birth_place | death_place | work_location,Darmstadt (Q2973),Q20135 | Q2415901 | Q7318,True,True,False,True
http://www.wikidata.org/entity/Q70318,Johann Heinrich Merck,Germany,3,3,3,1.0,birth_place | death_place | work_location,Darmstadt (Q2973),Q1206012 | Q183 | Q41304 | Q43287,True,True,False,True
http://www.wikidata.org/entity/Q70318,Johann Heinrich Merck,Russian,3,3,1,0.3333,work_location,Saint-Pétersbourg (Q656),Q139319 | Q15180 | Q159 | Q186096 | Q2305208 | Q34266,False,False,False,True
http://www.wikidata.org/entity/Q15450534,Johann Heinrich Meynier,Czech,2,2,2,1.0,birth_place | death_place,Erlangen (Q3126),Q42585,True,True,False,False
http://www.wikidata.org/entity/Q15450534,Johann Heinrich Meynier,France,2,2,2,1.0,birth_place | death_place,Erlangen (Q3126),Q71084,True,True,False,False
http://www.wikidata.org/entity/Q15450534,Johann Heinrich Meynier,German,2,2,2,1.0,birth_place | death_place,Erlangen (Q3126),Q2415901 | Q7318,True,True,False,False
http://www.wikidata.org/entity/Q15450534,Johann Heinrich Meynier,Germany,2,2,2,1.0,birth_place | death_place,Erlangen (Q3126),Q1206012 | Q183 | Q27306 | Q41304 | Q43287,True,True,False,False
http://www.wikidata.org/entity/Q1694476,Johann Heinrich Redeker,German,2,2,2,1.0,birth_place | death_place,Hanovre (Q1715),Q164079 | Q2415901 | Q55300,True,True,False,False
http://www.wikidata.org/entity/Q1694476,Johann Heinrich Redeker,Germany,2,2,2,1.0,birth_place | death_place,Hanovre (Q1715),Q1206012 | Q183 | Q27306,True,True,False,False
http://www.wikidata.org/entity/Q1694477,Johann Heinrich Reß,German,2,2,1,0.5,death_place,Wolfenbüttel (Q4122),Q830084,False,True,False,False
http://www.wikidata.org/entity/Q1694477,Johann Heinrich Reß,Germany,2,2,2,1.0,birth_place | death_place,Helmstedt (Q486562) | Wolfenbüttel (Q4122),Q183,True,True,False,False
http://www.wikidata.org/entity/Q110551040,Johann Heinrich Rusterholz,Swiss,2,2,2,1.0,birth_place | death_place,Unterstrass (Q656446) | Wädenswil (Q69718),Q39,True,True,False,False
http://www.wikidata.org/entity/Q55126067,Johann Heinrich Röding,France,2,2,2,1.0,birth_place | death_place,Hambourg (Q1055),Q142 | Q71084,True,True,False,False
http://www.wikidata.org/entity/Q55126067,Johann Heinrich Röding,German,2,2,2,1.0,birth_place | death_place,Hambourg (Q1055),Q1055 | Q12548 | Q2415901 | Q7318,True,True,False,False
http://www.wikidata.org/entity/Q55126067,Johann Heinrich Röding,Germany,2,2,2,1.0,birth_place | death_place,Hambourg (Q1055),Q1206012 | Q183 | Q41304 | Q43287,True,True,False,False
http://www.wikidata.org/entity/Q88385,Johann Heinrich Samuel Formey,German,3,3,3,1.0,birth_place | death_place | work_location,Berlin (Q64),Q55300 | Q7318,True,True,False,True
http://www.wikidata.org/entity/Q88385,Johann Heinrich Samuel Formey,Germany,3,3,3,1.0,birth_place | death_place | work_location,Berlin (Q64),Q1206012 | Q183 | Q27306 | Q41304 | Q43287,True,True,False,True
http://www.wikidata.org/entity/Q1694556,Johann Heinrich Seelen,France,3,3,2,0.6667,death_place | work_location,Katharineum (Q454607) | Lübeck (Q2843),Q142 | Q71084,False,True,False,True
http://www.wikidata.org/entity/Q1694556,Johann Heinrich Seelen,German,3,3,2,0.6667,death_place | work_location,Flensbourg (Q3798) | Lübeck (Q2843) | Wittemberg (Q6837),Q12548 | Q55300 | Q7318,False,True,False,True
http://www.wikidata.org/entity/Q1694556,Johann Heinrich Seelen,Germany,3,3,3,1.0,birth_place | death_place | work_location,Drochtersen (Q505599) | Flensbourg (Q3798) | Katharineum (Q454607) | Lübeck (Q2843) | Stade (Q6949) | Wittemberg (Q6837),Q1206012 | Q183 | Q27306 | Q38872 | Q41304 | Q43287,True,True,False,True
http://www.wikidata.org/entity/Q55126939,Johann Heinrich Steffens,German,3,3,3,1.0,birth_place | death_place | work_location,Celle (Q3933) | Nordhausen (Q7033),Q12548 | Q164079,True,True,False,True
http://www.wikidata.org/entity/Q55126939,Johann Heinrich Steffens,Germany,3,3,3,1.0,birth_place | death_place | work_location,Celle (Q3933) | Nordhausen (Q7033),Q183 | Q27306,True,True,False,True
http://www.wikidata.org/entity/Q94814217,Johann Heinrich Sulzer,Swiss,2,2,2,1.0,birth_place | death_place,Winterthour (Q9125),Q39,True,True,False,False
http://www.wikidata.org/entity/Q62188,Johann Heinrich Voß,German,3,3,2,0.6667,death_place | work_location,Heidelberg (Q2966),Q12548 | Q186320 | Q22880 | Q2415901 | Q7318,False,True,False,True
