slice_id,context_label,context_order,metric,metric_label,entity_count,denominator,pct,notes,aggregation_level,gender_category,granular_bucket,bucket_family
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,70,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,male,Economics / Commerce,Institutional power
germany,Germany,1,no_place_context,No place context,1,70,1.43,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,male,Economics / Commerce,Institutional power
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,17,70,24.29,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,male,Economics / Commerce,Institutional power
germany,Germany,1,top_affiliation_tie,Top affiliation tie,27,70,38.57,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,male,Economics / Commerce,Institutional power
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,85,1043,8.15,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender_bucket,male,Education / Scholarship / Humanities,Intellectual systems
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,304,1043,29.15,Entity has no Wikidata country-of-citizenship value.,context_gender_bucket,male,Education / Scholarship / Humanities,Intellectual systems
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,1043,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,male,Education / Scholarship / Humanities,Intellectual systems
germany,Germany,1,no_place_context,No place context,2,1043,0.19,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,male,Education / Scholarship / Humanities,Intellectual systems
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,187,1043,17.93,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,male,Education / Scholarship / Humanities,Intellectual systems
germany,Germany,1,top_affiliation_tie,Top affiliation tie,416,1043,39.88,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,male,Education / Scholarship / Humanities,Intellectual systems
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,0,27,0.0,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender_bucket,male,Engineering / Technology,Scientific knowledge
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,4,27,14.81,Entity has no Wikidata country-of-citizenship value.,context_gender_bucket,male,Engineering / Technology,Scientific knowledge
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,27,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,male,Engineering / Technology,Scientific knowledge
germany,Germany,1,no_place_context,No place context,0,27,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,male,Engineering / Technology,Scientific knowledge
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,3,27,11.11,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,male,Engineering / Technology,Scientific knowledge
germany,Germany,1,top_affiliation_tie,Top affiliation tie,7,27,25.93,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,male,Engineering / Technology,Scientific knowledge
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,76,416,18.27,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender_bucket,male,Law / Administration,Institutional power
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,204,416,49.04,Entity has no Wikidata country-of-citizenship value.,context_gender_bucket,male,Law / Administration,Institutional power
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,416,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,male,Law / Administration,Institutional power
germany,Germany,1,no_place_context,No place context,1,416,0.24,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,male,Law / Administration,Institutional power
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,157,416,37.74,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,male,Law / Administration,Institutional power
germany,Germany,1,top_affiliation_tie,Top affiliation tie,193,416,46.39,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,male,Law / Administration,Institutional power
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,18,116,15.52,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender_bucket,male,Medicine / Health,Scientific knowledge
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,36,116,31.03,Entity has no Wikidata country-of-citizenship value.,context_gender_bucket,male,Medicine / Health,Scientific knowledge
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,116,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,male,Medicine / Health,Scientific knowledge
germany,Germany,1,no_place_context,No place context,0,116,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,male,Medicine / Health,Scientific knowledge
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,29,116,25.0,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,male,Medicine / Health,Scientific knowledge
germany,Germany,1,top_affiliation_tie,Top affiliation tie,43,116,37.07,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,male,Medicine / Health,Scientific knowledge
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,8,106,7.55,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender_bucket,male,Military,Institutional power
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,31,106,29.25,Entity has no Wikidata country-of-citizenship value.,context_gender_bucket,male,Military,Institutional power
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,106,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,male,Military,Institutional power
germany,Germany,1,no_place_context,No place context,0,106,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,male,Military,Institutional power
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,17,106,16.04,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,male,Military,Institutional power
germany,Germany,1,top_affiliation_tie,Top affiliation tie,36,106,33.96,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,male,Military,Institutional power
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,28,228,12.28,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender_bucket,male,Music / Performance / Theatre,Arts and performance
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,107,228,46.93,Entity has no Wikidata country-of-citizenship value.,context_gender_bucket,male,Music / Performance / Theatre,Arts and performance
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,228,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,male,Music / Performance / Theatre,Arts and performance
germany,Germany,1,no_place_context,No place context,1,228,0.44,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,male,Music / Performance / Theatre,Arts and performance
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,66,228,28.95,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,male,Music / Performance / Theatre,Arts and performance
germany,Germany,1,top_affiliation_tie,Top affiliation tie,95,228,41.67,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,male,Music / Performance / Theatre,Arts and performance
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,13,164,7.93,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender_bucket,male,Philosophy,Intellectual systems
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,34,164,20.73,Entity has no Wikidata country-of-citizenship value.,context_gender_bucket,male,Philosophy,Intellectual systems
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,164,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,male,Philosophy,Intellectual systems
germany,Germany,1,no_place_context,No place context,1,164,0.61,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,male,Philosophy,Intellectual systems
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,14,164,8.54,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,male,Philosophy,Intellectual systems
germany,Germany,1,top_affiliation_tie,Top affiliation tie,57,164,34.76,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,male,Philosophy,Intellectual systems
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,11,202,5.45,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender_bucket,male,Politics / Statecraft / Diplomacy,Institutional power
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,29,202,14.36,Entity has no Wikidata country-of-citizenship value.,context_gender_bucket,male,Politics / Statecraft / Diplomacy,Institutional power
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,202,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,male,Politics / Statecraft / Diplomacy,Institutional power
germany,Germany,1,no_place_context,No place context,0,202,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,male,Politics / Statecraft / Diplomacy,Institutional power
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,11,202,5.45,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,male,Politics / Statecraft / Diplomacy,Institutional power
germany,Germany,1,top_affiliation_tie,Top affiliation tie,71,202,35.15,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,male,Politics / Statecraft / Diplomacy,Institutional power
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,19,226,8.41,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender_bucket,male,Print / Publishing / Journalism,Literary and textual production
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,74,226,32.74,Entity has no Wikidata country-of-citizenship value.,context_gender_bucket,male,Print / Publishing / Journalism,Literary and textual production
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,226,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,male,Print / Publishing / Journalism,Literary and textual production
germany,Germany,1,no_place_context,No place context,0,226,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,male,Print / Publishing / Journalism,Literary and textual production
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,56,226,24.78,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,male,Print / Publishing / Journalism,Literary and textual production
germany,Germany,1,top_affiliation_tie,Top affiliation tie,83,226,36.73,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,male,Print / Publishing / Journalism,Literary and textual production
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,128,930,13.76,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender_bucket,male,Religion / Theology,Intellectual systems
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,385,930,41.4,Entity has no Wikidata country-of-citizenship value.,context_gender_bucket,male,Religion / Theology,Intellectual systems
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,930,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,male,Religion / Theology,Intellectual systems
germany,Germany,1,no_place_context,No place context,3,930,0.32,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,male,Religion / Theology,Intellectual systems
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,247,930,26.56,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,male,Religion / Theology,Intellectual systems
germany,Germany,1,top_affiliation_tie,Top affiliation tie,335,930,36.02,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,male,Religion / Theology,Intellectual systems
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,9,178,5.06,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender_bucket,male,Science / Natural History,Scientific knowledge
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,29,178,16.29,Entity has no Wikidata country-of-citizenship value.,context_gender_bucket,male,Science / Natural History,Scientific knowledge
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,178,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,male,Science / Natural History,Scientific knowledge
germany,Germany,1,no_place_context,No place context,1,178,0.56,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,male,Science / Natural History,Scientific knowledge
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,14,178,7.87,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,male,Science / Natural History,Scientific knowledge
germany,Germany,1,top_affiliation_tie,Top affiliation tie,69,178,38.76,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,male,Science / Natural History,Scientific knowledge
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,4,46,8.7,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender_bucket,male,Sociability / Patronage / Court,Social and cultural mediation
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,10,46,21.74,Entity has no Wikidata country-of-citizenship value.,context_gender_bucket,male,Sociability / Patronage / Court,Social and cultural mediation
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,46,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,male,Sociability / Patronage / Court,Social and cultural mediation
germany,Germany,1,no_place_context,No place context,0,46,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,male,Sociability / Patronage / Court,Social and cultural mediation
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,6,46,13.04,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,male,Sociability / Patronage / Court,Social and cultural mediation
germany,Germany,1,top_affiliation_tie,Top affiliation tie,16,46,34.78,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,male,Sociability / Patronage / Court,Social and cultural mediation
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,0,8,0.0,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender_bucket,male,Social Reform / Activism,Social and cultural mediation
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,0,8,0.0,Entity has no Wikidata country-of-citizenship value.,context_gender_bucket,male,Social Reform / Activism,Social and cultural mediation
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,8,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,male,Social Reform / Activism,Social and cultural mediation
germany,Germany,1,no_place_context,No place context,0,8,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,male,Social Reform / Activism,Social and cultural mediation
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,0,8,0.0,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,male,Social Reform / Activism,Social and cultural mediation
germany,Germany,1,top_affiliation_tie,Top affiliation tie,2,8,25.0,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,male,Social Reform / Activism,Social and cultural mediation
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,43,443,9.71,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender_bucket,male,Translation / Philology / Languages,Literary and textual production
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,147,443,33.18,Entity has no Wikidata country-of-citizenship value.,context_gender_bucket,male,Translation / Philology / Languages,Literary and textual production
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,443,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,male,Translation / Philology / Languages,Literary and textual production
germany,Germany,1,no_place_context,No place context,0,443,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,male,Translation / Philology / Languages,Literary and textual production
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,70,443,15.8,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,male,Translation / Philology / Languages,Literary and textual production
germany,Germany,1,top_affiliation_tie,Top affiliation tie,162,443,36.57,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,male,Translation / Philology / Languages,Literary and textual production
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,3,56,5.36,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender_bucket,male,Travel / Geography / Exploration,Mobility and empire
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,12,56,21.43,Entity has no Wikidata country-of-citizenship value.,context_gender_bucket,male,Travel / Geography / Exploration,Mobility and empire
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,56,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,male,Travel / Geography / Exploration,Mobility and empire
germany,Germany,1,no_place_context,No place context,0,56,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,male,Travel / Geography / Exploration,Mobility and empire
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,6,56,10.71,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,male,Travel / Geography / Exploration,Mobility and empire
germany,Germany,1,top_affiliation_tie,Top affiliation tie,23,56,41.07,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,male,Travel / Geography / Exploration,Mobility and empire
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,16,119,13.45,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender_bucket,male,Unmapped / Review,Needs review
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,47,119,39.5,Entity has no Wikidata country-of-citizenship value.,context_gender_bucket,male,Unmapped / Review,Needs review
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,119,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,male,Unmapped / Review,Needs review
germany,Germany,1,no_place_context,No place context,2,119,1.68,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,male,Unmapped / Review,Needs review
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,33,119,27.73,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,male,Unmapped / Review,Needs review
germany,Germany,1,top_affiliation_tie,Top affiliation tie,43,119,36.13,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,male,Unmapped / Review,Needs review
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,4,101,3.96,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender_bucket,male,Visual Arts / Architecture / Design,Arts and performance
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,27,101,26.73,Entity has no Wikidata country-of-citizenship value.,context_gender_bucket,male,Visual Arts / Architecture / Design,Arts and performance
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,101,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,male,Visual Arts / Architecture / Design,Arts and performance
germany,Germany,1,no_place_context,No place context,0,101,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,male,Visual Arts / Architecture / Design,Arts and performance
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,16,101,15.84,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,male,Visual Arts / Architecture / Design,Arts and performance
germany,Germany,1,top_affiliation_tie,Top affiliation tie,31,101,30.69,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,male,Visual Arts / Architecture / Design,Arts and performance
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,444,3324,13.36,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender_bucket,male,Writing / Literature,Literary and textual production
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,1334,3324,40.13,Entity has no Wikidata country-of-citizenship value.,context_gender_bucket,male,Writing / Literature,Literary and textual production
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,3324,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,male,Writing / Literature,Literary and textual production
germany,Germany,1,no_place_context,No place context,13,3324,0.39,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,male,Writing / Literature,Literary and textual production
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,817,3324,24.58,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,male,Writing / Literature,Literary and textual production
germany,Germany,1,top_affiliation_tie,Top affiliation tie,1343,3324,40.4,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,male,Writing / Literature,Literary and textual production
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,0,1,0.0,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender_bucket,unknown,Law / Administration,Institutional power
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,1,1,100.0,Entity has no Wikidata country-of-citizenship value.,context_gender_bucket,unknown,Law / Administration,Institutional power
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,1,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,unknown,Law / Administration,Institutional power
germany,Germany,1,no_place_context,No place context,0,1,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,unknown,Law / Administration,Institutional power
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,1,1,100.0,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,unknown,Law / Administration,Institutional power
germany,Germany,1,top_affiliation_tie,Top affiliation tie,1,1,100.0,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,unknown,Law / Administration,Institutional power
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,0,3,0.0,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender_bucket,unknown,Religion / Theology,Intellectual systems
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,3,3,100.0,Entity has no Wikidata country-of-citizenship value.,context_gender_bucket,unknown,Religion / Theology,Intellectual systems
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,3,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,unknown,Religion / Theology,Intellectual systems
germany,Germany,1,no_place_context,No place context,0,3,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,unknown,Religion / Theology,Intellectual systems
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,3,3,100.0,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,unknown,Religion / Theology,Intellectual systems
germany,Germany,1,top_affiliation_tie,Top affiliation tie,2,3,66.67,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,unknown,Religion / Theology,Intellectual systems
germany,Germany,1,low_evidence_affiliation,Low-evidence affiliation,6,9,66.67,Top affiliation candidate is supported by zero or one mapped evidence field.,context_gender_bucket,unknown,Writing / Literature,Literary and textual production
germany,Germany,1,missing_country_of_citizenship,Missing citizenship,9,9,100.0,Entity has no Wikidata country-of-citizenship value.,context_gender_bucket,unknown,Writing / Literature,Literary and textual production
germany,Germany,1,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,9,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_gender_bucket,unknown,Writing / Literature,Literary and textual production
germany,Germany,1,no_place_context,No place context,0,9,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_gender_bucket,unknown,Writing / Literature,Literary and textual production
germany,Germany,1,no_tracked_wikipedia_article,No tracked Wikipedia article,8,9,88.89,Entity has no article in the tracked language-edition matrix.,context_gender_bucket,unknown,Writing / Literature,Literary and textual production
germany,Germany,1,top_affiliation_tie,Top affiliation tie,7,9,77.78,Entity has more than one top-ranked affiliation candidate.,context_gender_bucket,unknown,Writing / Literature,Literary and textual production
british,British,2,low_evidence_affiliation,Low-evidence affiliation,749,2099,35.68,Top affiliation candidate is supported by zero or one mapped evidence field.,context,All genders,All occupation buckets,All occupation evidence
british,British,2,missing_country_of_citizenship,Missing citizenship,433,2099,20.63,Entity has no Wikidata country-of-citizenship value.,context,All genders,All occupation buckets,All occupation evidence
british,British,2,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,2099,0.0,Entity has no mapped candidate in the affiliation evidence table.,context,All genders,All occupation buckets,All occupation evidence
british,British,2,no_place_context,No place context,503,2099,23.96,Entity has no mapped birth/death/residence/work-location evidence.,context,All genders,All occupation buckets,All occupation evidence
british,British,2,no_tracked_wikipedia_article,No tracked Wikipedia article,318,2099,15.15,Entity has no article in the tracked language-edition matrix.,context,All genders,All occupation buckets,All occupation evidence
british,British,2,top_affiliation_tie,Top affiliation tie,322,2099,15.34,Entity has more than one top-ranked affiliation candidate.,context,All genders,All occupation buckets,All occupation evidence
british,British,2,low_evidence_affiliation,Low-evidence affiliation,21,63,33.33,Top affiliation candidate is supported by zero or one mapped evidence field.,context_bucket,All genders,Craft / Trade / Industry,Material production
british,British,2,missing_country_of_citizenship,Missing citizenship,13,63,20.63,Entity has no Wikidata country-of-citizenship value.,context_bucket,All genders,Craft / Trade / Industry,Material production
british,British,2,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,63,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_bucket,All genders,Craft / Trade / Industry,Material production
british,British,2,no_place_context,No place context,10,63,15.87,Entity has no mapped birth/death/residence/work-location evidence.,context_bucket,All genders,Craft / Trade / Industry,Material production
british,British,2,no_tracked_wikipedia_article,No tracked Wikipedia article,19,63,30.16,Entity has no article in the tracked language-edition matrix.,context_bucket,All genders,Craft / Trade / Industry,Material production
british,British,2,top_affiliation_tie,Top affiliation tie,6,63,9.52,Entity has more than one top-ranked affiliation candidate.,context_bucket,All genders,Craft / Trade / Industry,Material production
british,British,2,low_evidence_affiliation,Low-evidence affiliation,18,87,20.69,Top affiliation candidate is supported by zero or one mapped evidence field.,context_bucket,All genders,Economics / Commerce,Institutional power
british,British,2,missing_country_of_citizenship,Missing citizenship,10,87,11.49,Entity has no Wikidata country-of-citizenship value.,context_bucket,All genders,Economics / Commerce,Institutional power
british,British,2,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,87,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_bucket,All genders,Economics / Commerce,Institutional power
british,British,2,no_place_context,No place context,16,87,18.39,Entity has no mapped birth/death/residence/work-location evidence.,context_bucket,All genders,Economics / Commerce,Institutional power
british,British,2,no_tracked_wikipedia_article,No tracked Wikipedia article,11,87,12.64,Entity has no article in the tracked language-edition matrix.,context_bucket,All genders,Economics / Commerce,Institutional power
british,British,2,top_affiliation_tie,Top affiliation tie,8,87,9.2,Entity has more than one top-ranked affiliation candidate.,context_bucket,All genders,Economics / Commerce,Institutional power
british,British,2,low_evidence_affiliation,Low-evidence affiliation,50,281,17.79,Top affiliation candidate is supported by zero or one mapped evidence field.,context_bucket,All genders,Education / Scholarship / Humanities,Intellectual systems
british,British,2,missing_country_of_citizenship,Missing citizenship,33,281,11.74,Entity has no Wikidata country-of-citizenship value.,context_bucket,All genders,Education / Scholarship / Humanities,Intellectual systems
british,British,2,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,281,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_bucket,All genders,Education / Scholarship / Humanities,Intellectual systems
british,British,2,no_place_context,No place context,38,281,13.52,Entity has no mapped birth/death/residence/work-location evidence.,context_bucket,All genders,Education / Scholarship / Humanities,Intellectual systems
british,British,2,no_tracked_wikipedia_article,No tracked Wikipedia article,28,281,9.96,Entity has no article in the tracked language-edition matrix.,context_bucket,All genders,Education / Scholarship / Humanities,Intellectual systems
british,British,2,top_affiliation_tie,Top affiliation tie,34,281,12.1,Entity has more than one top-ranked affiliation candidate.,context_bucket,All genders,Education / Scholarship / Humanities,Intellectual systems
british,British,2,low_evidence_affiliation,Low-evidence affiliation,2,18,11.11,Top affiliation candidate is supported by zero or one mapped evidence field.,context_bucket,All genders,Engineering / Technology,Scientific knowledge
british,British,2,missing_country_of_citizenship,Missing citizenship,2,18,11.11,Entity has no Wikidata country-of-citizenship value.,context_bucket,All genders,Engineering / Technology,Scientific knowledge
british,British,2,no_mapped_affiliation_candidate,No mapped affiliation candidate,0,18,0.0,Entity has no mapped candidate in the affiliation evidence table.,context_bucket,All genders,Engineering / Technology,Scientific knowledge
british,British,2,no_place_context,No place context,0,18,0.0,Entity has no mapped birth/death/residence/work-location evidence.,context_bucket,All genders,Engineering / Technology,Scientific knowledge
