wikidata_id,name,place_evidence_role_count,mapped_place_role_count,place_candidate_affiliation_count,best_place_candidate_affiliation,top_place_candidate_affiliations,top_place_checked_role_count,second_place_checked_role_count,top_place_score_share,top_place_candidate_tie_count,place_affiliation_review_status
http://www.wikidata.org/entity/Q62391224,Dufresnel,2,2,2,France,France,2,1,1.0,1,tentative_place
http://www.wikidata.org/entity/Q5312444,Dugald Buchanan,1,1,1,British,British,1,0,1.0,1,single_place_signal
http://www.wikidata.org/entity/Q218254,Dugald Stewart,2,2,1,British,British,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q3041146,Dumaniant,2,2,1,France,France,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q979580,Duncan Ban MacIntyre,1,1,1,British,British,1,0,1.0,1,single_place_signal
http://www.wikidata.org/entity/Q4275746,Duncan MacKay,1,1,1,British,British,1,0,1.0,1,single_place_signal
http://www.wikidata.org/entity/Q21012600,Durante Duranti,2,2,1,Italian,Italian,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q18221326,Duval-Pyrau,1,1,1,Low Countries,Low Countries,1,0,1.0,1,single_place_signal
http://www.wikidata.org/entity/Q13157259,Dáibhí de Barra,1,1,1,British,British,1,0,1.0,1,single_place_signal
http://www.wikidata.org/entity/Q1004624,Dávid Alajos Fáy,2,2,2,,Hungarian | Portuguese,1,1,0.5,2,mixed_place_top_score
http://www.wikidata.org/entity/Q716135,Dávid Baróti Szabó,3,3,4,Slovak,Slovak,2,1,0.6667,1,tentative_place
http://www.wikidata.org/entity/Q1232867,Dávid Perlaki,2,2,1,Hungarian,Hungarian,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q790379,Dávid Szabó,2,2,1,Hungarian,Hungarian,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q3044508,Démétrius Stephanopoli de Comnène,2,2,1,France,France,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q12815763,Dénes Radvánszky,1,1,1,Slovak,Slovak,1,0,1.0,1,single_place_signal
http://www.wikidata.org/entity/Q3919005,Döwletmämmet Azady,2,0,0,,,0,0,,0,no_mapped_place_affiliation
http://www.wikidata.org/entity/Q61072174,Dürrizade Abdullah Efendi,2,2,1,Ottoman,Ottoman,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q11917935,Dürrizade Mehmed Arif Efendi,2,2,1,Ottoman,Ottoman,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q18092982,E. Epkema,1,1,1,Dutch,Dutch,1,0,1.0,1,single_place_signal
http://www.wikidata.org/entity/Q1278657,Ebenezer Kinnersley,2,2,2,,Anglophone | British,1,1,0.5,2,mixed_place_top_score
http://www.wikidata.org/entity/Q18756653,Ebenezer Picken,1,1,1,British,British,1,0,1.0,1,single_place_signal
http://www.wikidata.org/entity/Q5331731,Ebenezer Rhodes,2,2,1,British,British,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q1278912,Eberhard Christian Kindermann,1,1,2,,German | Germany,1,1,1.0,2,mixed_place_top_score
http://www.wikidata.org/entity/Q23798761,Eberhard Friedrich Hübner,2,2,2,Germany,Germany,2,1,1.0,1,tentative_place
http://www.wikidata.org/entity/Q1278996,Eberhard Friedrich von Gemmingen,2,2,2,,German | Germany,2,2,1.0,2,mixed_place_top_score
http://www.wikidata.org/entity/Q16405033,Eberhard Gutsleff,2,2,4,Russian,Russian,2,1,1.0,1,tentative_place
http://www.wikidata.org/entity/Q55702643,Ebezade Abdullah Efendi,1,0,0,,,0,0,,0,no_mapped_place_affiliation
http://www.wikidata.org/entity/Q136099431,Ebezade Mustafa Efendi,2,2,1,Ottoman,Ottoman,2,0,1.0,1,tentative_place
http://www.wikidata.org/entity/Q5766213,Ebrahim Naderi Kazeruni,1,0,0,,,0,0,,0,no_mapped_place_affiliation
http://www.wikidata.org/entity/Q136099830,Ebu Bekir b. Behram,2,2,1,Ottoman,Ottoman,2,0,1.0,1,tentative_place
